,Web Archive Link,GIPHY Title
4649,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/24QYCIPKCEi6A/giphy.gif,black lives matter GIF
4650,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/24wIEVaREhyBG/giphy.gif,rupauls drag race wtf GIF by RealityTVGIFs
4651,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/24zXNPLax4c7K/giphy.gif,clapping GIF
4652,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/254nWMHoneJTW/giphy.gif,the nightmare before christmas GIF
4653,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/256bzbovqowBa/giphy.gif,steve martins first movie GIF
4655,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/258KoczzDzsbK/giphy.gif,ryan gosling whatever GIF
4656,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/25IvF3lU95oyY/giphy.gif,bird sitting GIF by Cheezburger
4657,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/25josT7ggL7FK/giphy.gif,GIF by ADWEEK
4658,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/25kLnBQQ1sG4M/giphy.gif,Animated GIF
4659,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/25quInpfBuSRi/giphy.gif,sad futurama GIF
4660,http://webarchive.loc.gov/all/20150318155641/http://media.giphy.com/media/2629FE1zul43u/giphy.gif,annoyed grace jones GIF
4661,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26ACqLEXBeXuLxG5W/giphy.gif,christine and the queens governors ball GIF by GOVBALL NYC
4662,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26ACseRqpmokJPGDK/giphy.gif,euro 2016 GIF by ESPN FC
4663,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26ACsZnk98pkrrpVS/giphy.gif,matt and kim governors ball GIF by GOVBALL NYC
4664,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHA8mp7EXALwfDy/giphy.gif,kerry washington wine GIF by ABC Network
4665,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAb7HRf6q8KuIg/giphy.gif,omg GIF
4666,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAD4vpXRCWNB5u/giphy.gif,GIF by Cosmic Evil
4667,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAJ025p8VTqDGU/giphy.gif,rihanna GIF
4668,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAkSKxPqFZVFa8/giphy.gif,frustrated season 2 GIF by Mozart In The Jungle
4669,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAMJwYVs1TTLlm/giphy.gif,lucifer morningstar agree GIF by Lucifer
4670,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAmRDOZQqwnOfe/giphy.gif,kobe bryant lakers GIF by NBA
4671,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAPHQUhvMNF1cc/giphy.gif,apple penguin GIF by Apps for Earth
4672,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAR9hkLzg0tPsk/giphy.gif,surprise GIF by Romane Granger
4673,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHARmYK0VScFZNS/giphy.gif,mad season 2 GIF by Outlander
4674,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHARoq7nFymMo9i/giphy.gif,ridley scott aliens GIF by 20th Century Fox Home Entertainment
4675,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHAw0aMmWwRI4Hm/giphy.gif,youre the best GIF
4676,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHBAOeo16WzI8SY/giphy.gif,zac efron movie awards 2016 GIF by MTV Movie & TV Awards
4677,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHBJRffqLn73wlO/giphy.gif, 
4678,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHBjXZuoPDoTy3m/giphy.gif,never trump GIF by Johnny2x4
4679,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHBTBwzNuqHUgxi/giphy.gif, 
4680,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHBud1k1jv3yRzO/giphy.gif,game of thrones hbo GIF
4681,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHBVKVPECIp6xgY/giphy.gif,victorious victory GIF by Archie Comics
4682,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHBwxSjcGu0X18A/giphy.gif,beyonce lemonade GIF
4683,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHBzaWP60CitRny/giphy.gif,may the 4th aliens GIF by GIPHY Studios Originals
4684,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHC2vDkFIS6lxgA/giphy.gif,inside amy schumer premiere GIF
4685,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHC51xekuwTVCtW/giphy.gif,family matters myra GIF
4686,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHCEmXP4Mrsuyt2/giphy.gif, 
4687,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHCn9aQc2Rf9pBu/giphy.gif,will smith lol GIF by MTV Movie & TV Awards
4688,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHCpIBslyyXdLy0/giphy.gif,may the 4th aliens GIF by GIPHY Studios Originals
4689,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHCRU88CvhTT4re/giphy.gif,happy the mindy project GIF
4690,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHD3Ot4Rh818R6E/giphy.gif,super bowl prince GIF
4691,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHDCEr0185Ssn5e/giphy.gif,GIF by Mashable
4692,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHDd3MdnLaIWsQ8/giphy.gif,good morning Sticker by Jason Clarke
4693,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHDDOdfrwjvjAwU/giphy.gif,beyonce lemonade GIF
4694,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHDLGD0yjr3Qi3e/giphy.gif,amazon video usa GIF by Red Oaks
4695,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHDo4jzU7fSq1eE/giphy.gif,GIF by Mashable
4696,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHDQZMEM82Ixyco/giphy.gif,pay you back season 2 GIF by Power
4698,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHDXI8vNOWkhG7K/giphy.gif,blaxploitation melinda GIF by Warner Archive
4699,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHDxP30YgHg2ltm/giphy.gif,real madrid football GIF by FC Barcelona
4700,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHE29lANYXAJnnq/giphy.gif,gordon ramsay cooking GIF by Hell's Kitchen
4701,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHE2Mq89nmR1QGY/giphy.gif,david walton nod GIF by New Girl
4702,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHEhWPgcK6xOU7K/giphy.gif,me me me eating GIF by Archie Comics
4704,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHF1SPoYHF0vs7S/giphy.gif, 
4705,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHFJtquBxIaX8Va/giphy.gif,beyonce lemonade GIF
4706,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHFMARhtJE7INqw/giphy.gif, 
4707,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHFomysg4oszdle/giphy.gif,cillian murphy no GIF by ARTEfr
4709,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHFSIKnnrcWyluo/giphy.gif,kobe bryant fist bump GIF by NBA
4710,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHFtzKrA7KuKwgM/giphy.gif,real housewives of new york city etiquette GIF
4711,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHFztF4NFt5AF4k/giphy.gif,oh no crying GIF by The Steve Wilkos Show
4712,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHG4CuJgdqj23bG/giphy.gif, 
4714,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHGm33DFQIWAVDG/giphy.gif,music video fangirl GIF by Simple Plan
4715,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHGTuB1UklP8C4w/giphy.gif,comedy central milk milk lemonade GIF by Inside Amy Schumer
4716,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHGTXjuGCm5COqc/giphy.gif,STICKER by Disney Zootopia
4717,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHGvE6KoYYUF7Og/giphy.gif,joey fatone its time to dance GIF by SYFY
4718,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHGvICenMzj1slO/giphy.gif,social media brooklyn GIF by PEEKASSO
4719,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHGvZtGxAAobiLK/giphy.gif,zooey deschanel hug GIF by New Girl
4721,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHHEMPs9DLbUbHq/giphy.gif,governors ball noms GIF
4722,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHHJtxS6BTyumJO/giphy.gif,boo thumbs down GIF by The Maury Show
4723,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHHpe5wfWoB7i2A/giphy.gif, 
4724,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHHrAzpk2Gz0MAo/giphy.gif,skateboard chill GIF by Andrey Kasay
4725,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHHVHsgl0bvos9i/giphy.gif,real housewives of new york city bullshit GIF
4726,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHHvhuE7Af0ckik/giphy.gif,GIF by Silicon Valley
4727,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHIA6ExwHzK1Tkk/giphy.gif,fail cosmo kramer GIF
4728,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHIeIFCCYgQQQve/giphy.gif,Sticker by Disney Zootopia
4729,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHInIirGKxyoU1y/giphy.gif,excited fuck yeah STICKER by Disney Zootopia
4730,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHIPqyMK0K4BRZe/giphy.gif,bernie sanders pep talk GIF
4731,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHIQ7hTSRzIEiT6/giphy.gif, 
4732,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHISzQ6nD3yFuEw/giphy.gif,real housewives of dallas cary deuber GIF
4733,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHIU5HVcGBKzjRS/giphy.gif,beyonce lemonade GIF
4734,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHIu7s3KfyHzuec/giphy.gif,come get it you want this GIF by The Maury Show
4735,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJGQPw92E2p4zu/giphy.gif,i aint sorry music video GIF
4736,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJHTNTZTpHwTug/giphy.gif,art girl GIF by marianamachine
4737,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJkvwZzLR1CTzG/giphy.gif, 
4738,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJmlUaCqJvu4kU/giphy.gif,rolling eyes eye roll GIF
4739,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJpsEO2WZImTpC/giphy.gif,silicon valley smile GIF
4740,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJRDdK0iTyu1xK/giphy.gif,igintegration hello Sticker by Jason Clarke
4741,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJRZnvYnGaH2py/giphy.gif,may the 4th aliens GIF by GIPHY Studios Originals
4742,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJT8yVOD8xFKjC/giphy.gif,aziz ansari drinking GIF
4743,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJTTGK1QHPzGBG/giphy.gif,chris pratt movie awards 2016 GIF by MTV Movie & TV Awards
4744,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHJyc1h38FBYxnq/giphy.gif, 
4745,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHK3MzvANlOUVFK/giphy.gif,its gonna be may GIF
4746,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHK47TJEOpmPYVq/giphy.gif,sad the beatles GIF by sofiahydman
4747,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHK9WbFmQah1PH2/giphy.gif,skull STICKER by Clemens Reinecke
4748,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKaR2Trm4zk5k4/giphy.gif,gov ball 2016 GIF
4749,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKBYn9zpeEQvM4/giphy.gif,"meyhem lauren spaghetti GIF by F*CK, THAT'S DELICIOUS"
4750,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKCrmK3fDRrp7i/giphy.gif,deadpool movie awards 2016 GIF by MTV Movie & TV Awards
4751,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKESympDDgNG24/giphy.gif,beer cooking GIF by Budweiser
4752,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKKDVtGllTXzKo/giphy.gif, 
4753,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKOGoWojk84qRy/giphy.gif,animation chilling GIF by antonio vicentini
4754,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKPaTyYckUS5aM/giphy.gif,GIF by Mashable
4755,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKQwkW6kFMhPEI/giphy.gif,i voted vote GIF
4756,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKU5JddTbmYBxe/giphy.gif,licking sunset beach GIF by sofiahydman
4757,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHKxLm40ro68jZe/giphy.gif, 
4758,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHL0EG33tA1geoE/giphy.gif,loop artwork GIF by davidpocull
4760,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHL3PACuB7F9Kj6/giphy.gif,comedy central what GIF by Broad City
4761,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHLbyY8LcTCFXTa/giphy.gif, 
4762,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHLBZUC1n53ozi8/giphy.gif,chris pratt oh snap GIF
4763,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHLMsoGBRExNI08/giphy.gif,sad water GIF by Stephen Maurice Graham
4764,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHLRH128bYmM1EI/giphy.gif,prince yes GIF
4765,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHLspJScv2J6P0k/giphy.gif,sad disappointment GIF by Angry Birds
4766,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHMGq4gi0Q6y4pi/giphy.gif, 
4767,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHMMqaIfauezBi8/giphy.gif,tom cassell omg GIF by Smasher Network
4768,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHMPGh3kiLbXY6A/giphy.gif,cyber animation GIF by tverd
4769,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHMSU3AZC2ESXqU/giphy.gif,flying rubber duck GIF by Tom Scotcher
4770,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNcOmEyjEA2448/giphy.gif,movie awards 2016 GIF by MTV Movie & TV Awards
4771,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNklKJcIY6FLnq/giphy.gif,"tribeca film festival what GIF by Stacy Rizzetta, TV Editor"
4772,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNmbGONpTPUNVu/giphy.gif,josh meyers barry GIF by Red Oaks
4773,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNp8HDe35xCteE/giphy.gif, 
4774,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNQBN4ExMKpzl6/giphy.gif,prince GIF by Barbie_Elektrix
4775,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNqJX8RJpraTK0/giphy.gif,ryan reynolds deadpool GIF by MTV Movie & TV Awards
4776,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNQSHur4mSuoH6/giphy.gif,beyonce lemonade GIF
4777,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNraUxhEisZerC/giphy.gif,carly rae jepsen whatever GIF by Interscope Records
4778,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNRiRudsUewhKU/giphy.gif,pixel GIF by Ori Toor
4779,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNthAwUmiz2Yfe/giphy.gif,Animated GIF
4780,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNUbwjalAgYz2o/giphy.gif, 
4781,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNZ3ojayHicrQs/giphy.gif,st louis blues hockey is lit GIF
4782,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHNZUiCai8sBmmY/giphy.gif,dance party dancing GIF
4783,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHO1B7NYYIHUntK/giphy.gif,GIF by Mashable
4784,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHO32wxDU51hMVa/giphy.gif,silicon valley face slam GIF
4785,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHOcTXVQ72Rb4mA/giphy.gif, 
4786,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHOJXmM6IcuIkjm/giphy.gif,Ø¨Ø±Ø´ÙÙÙØ©Ø football GIF by FC Barcelona
4787,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHOmotIVgrmsV68/giphy.gif,george costanza seinfeld GIF
4788,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHONQ79FdWZhAI0/giphy.gif,computer type GIF by Archie Comics
4789,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHOQHEXuHba91hC/giphy.gif,famous music video GIF
4790,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHOwoRY4lPnAzdu/giphy.gif,beyonce lemonade GIF
4791,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHOx8xKD5zbsgaA/giphy.gif,Animated GIF
4792,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHP2EVrdgHKPF3W/giphy.gif,STICKER by Disney Zootopia
4794,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHP7PeRfcYZvn7q/giphy.gif,truth agree GIF by Denyse
4795,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPB8tnUhTHhTYk/giphy.gif,chris pratt applause GIF by MTV Movie & TV Awards
4796,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPbgL5IXrTdyta/giphy.gif,real housewives of new york city no GIF
4797,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPBlp0PvWelu5q/giphy.gif,where he goes i go best friends GIF by Outlander
4798,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPefDi62pPSL1C/giphy.gif, 
4799,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPeO7icaHU0pVK/giphy.gif,group hug fox GIF by The Last Man On Earth
4800,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPisOpGaZ7pP2M/giphy.gif,parker jackson GIF by GIPHY Studios Originals
4802,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPu3gMdIqPT8ha/giphy.gif,GIF by Mashable
4803,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPV7oedUyqgdqw/giphy.gif,toronto raptors drake GIF
4804,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHpVT1TrFsZKGrK/giphy.gif,broken heart crying GIF by Elise Gravel
4805,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHPxh89ReoqGGNG/giphy.gif,melissa mccarthy movie awards 2016 GIF by MTV Movie & TV Awards
4806,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHpY2EgchRJTwUU/giphy.gif,over it eye roll GIF
4807,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHq0oDbMRqQsNbO/giphy.gif, 
4808,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQ44o22B8XvRde/giphy.gif,GIF by Mashable
4809,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHq4nSQzqToksPS/giphy.gif,beyonce lemonade GIF
4810,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQ6F0K1TNc0I5W/giphy.gif,music video GIF by Simple Plan
4811,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQ6lFvEUSeZzhu/giphy.gif,jack nicholson basketball GIF by NBA
4812,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQ6NhQKGZMZs6A/giphy.gif,comb over donald trump GIF
4813,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQAqNlWiFAi4bS/giphy.gif, 
4814,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQBW5M3eX0gTFm/giphy.gif,GIF by Mashable
4815,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHqCfldTpRDVaJG/giphy.gif,game of thrones dragon GIF
4816,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHqCKLvX6WmIUTe/giphy.gif,fail oh no GIF
4817,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQCn4Ce8fLedlm/giphy.gif,slinky rainbow GIF by Walter Newton
4818,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHqD7bsY1KqwhDG/giphy.gif,charlize theron applause GIF by MTV Movie & TV Awards
4819,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHqdWEL1IL9D5AY/giphy.gif,may the 4th domitille collardey GIF by GIPHY Studios Originals
4820,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQFeqD6wUJcZj2/giphy.gif,sailor moon love GIF by sofiahydman
4822,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQHT6NmVqp8sSI/giphy.gif,app store earth day GIF by Apps for Earth
4823,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHqk4KJIHnL9fGg/giphy.gif,music video dancing GIF
4824,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHqni2mEkqLQU8w/giphy.gif,uncoordinated funny dogs GIF by Nat Geo Wild 
4825,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQs0vGI7S4MMuY/giphy.gif, 
4826,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQTi2Lzpsj8m1W/giphy.gif,jared leto handshake GIF by MTV Movie & TV Awards
4827,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQVhagLrkZKnDi/giphy.gif,bison buffalo GIF by Planckendael
4828,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHqWhAXOOIgoAG4/giphy.gif,nfl draft love GIF
4829,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQwQVTf3Vx5S4E/giphy.gif,abs dancing GIF by STATES OF UNDRESS
4830,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQxwnOCOw7kPkc/giphy.gif,melissa mccarthy thank you GIF by mtv
4831,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHQYA0DdmgRdE64/giphy.gif,governors ball noms GIF
4832,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHqZycSplGWWPAI/giphy.gif,universe cosmos GIF by marianamachine
4833,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHr4cjeETrVellm/giphy.gif,the mindy project texting GIF
4834,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHr53YBAfzQdhiE/giphy.gif,confused michael strahan GIF by Mashable
4835,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHR5YvYuzXqq6Ig/giphy.gif,chicks birdies GIF by bigblueboo
4836,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHRDfmeT2jihhPG/giphy.gif, 
4837,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHREkhUDQsKO8iQ/giphy.gif,finless porpoise world oceans day GIF by Apps for Earth
4838,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHRFBJjbObmpwCk/giphy.gif,coachella 2016 GIF
4839,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHRiFbV1xpeCXQI/giphy.gif,drunk inside amy schumer GIF
4840,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHrIG7fMFFVyLM4/giphy.gif,katharine hepburn mustache GIF by Film Society of Lincoln Center
4841,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHro7Lj15aIw2vS/giphy.gif,inside amy schumer premiere GIF
4842,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHrS5Zr4erxSxsQ/giphy.gif,dragon ball z drake GIF
4843,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHrsRVKw5lDjRba/giphy.gif,sexy prince GIF
4844,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHRsTEXSMgl3rXi/giphy.gif,harold lloyd push GIF
4845,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHrVIn818ikcD16/giphy.gif,eric wareheim dancing GIF
4846,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHRwXzc0BEvB5bW/giphy.gif,snow fail GIF by Mashable
4848,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHs9OKdxzep9bt6/giphy.gif,jay z beyonce GIF
4849,http://webarchive.loc.gov/all/20150318155641/https://media.giphy.com/media/26AHsd5aAJ9F06WzK/giphy.gif, 
